study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	sample_title
PRJNA274006	SAMN03317478	SRS830673	SRX859095	SRR1779647	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-61
PRJNA274006	SAMN03317517	SRS830674	SRX859096	SRR1779648	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-62
PRJNA274006	SAMN03317626	SRS830676	SRX859097	SRR1779649	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-63
PRJNA274006	SAMN03318656	SRS830675	SRX859098	SRR1779650	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-64
PRJNA274006	SAMN03318102	SRS830678	SRX859099	SRR1779651	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-65
PRJNA274006	SAMN03317898	SRS830677	SRX859100	SRR1779652	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-66
PRJNA274006	SAMN03318329	SRS830679	SRX859101	SRR1779653	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-67
PRJNA274006	SAMN03318248	SRS830681	SRX859102	SRR1779654	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-68
PRJNA274006	SAMN03317768	SRS830680	SRX859103	SRR1779655	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-69
PRJNA274006	SAMN03318077	SRS830682	SRX859104	SRR1779656	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-70
PRJNA274006	SAMN03318373	SRS830684	SRX859105	SRR1779657	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-71
PRJNA274006	SAMN03317828	SRS830683	SRX859106	SRR1779658	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-72
PRJNA274006	SAMN03317730	SRS830686	SRX859107	SRR1779659	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-73
PRJNA274006	SAMN03318487	SRS830685	SRX859108	SRR1779660	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-74
PRJNA274006	SAMN03318572	SRS830688	SRX859109	SRR1779661	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-75
PRJNA274006	SAMN03318524	SRS830687	SRX859110	SRR1779662	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-76
PRJNA274006	SAMN03318019	SRS830689	SRX859111	SRR1779663	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-77
PRJNA274006	SAMN03318520	SRS830691	SRX859112	SRR1779664	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-78
PRJNA274006	SAMN03318402	SRS830690	SRX859113	SRR1779665	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-79
PRJNA274006	SAMN03318499	SRS830692	SRX859114	SRR1779666	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-80
PRJNA274006	SAMN03318055	SRS830693	SRX859115	SRR1779667	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-81
PRJNA274006	SAMN03318023	SRS830694	SRX859116	SRR1779668	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-82
PRJNA274006	SAMN03317739	SRS830695	SRX859117	SRR1779669	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-83
PRJNA274006	SAMN03318398	SRS830697	SRX859118	SRR1779670	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-84
PRJNA274006	SAMN03317741	SRS830696	SRX859119	SRR1779671	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-85
PRJNA274006	SAMN03318586	SRS830698	SRX859120	SRR1779672	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-86
PRJNA274006	SAMN03317991	SRS830699	SRX859121	SRR1779673	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-87
PRJNA274006	SAMN03317742	SRS830700	SRX859122	SRR1779674	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-88
PRJNA274006	SAMN03317895	SRS830701	SRX859123	SRR1779675	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-89
PRJNA274006	SAMN03317878	SRS830702	SRX859124	SRR1779676	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-90
PRJNA274006	SAMN03318671	SRS830703	SRX859125	SRR1779677	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-91
PRJNA274006	SAMN03317966	SRS830704	SRX859126	SRR1779678	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-92
PRJNA274006	SAMN03317813	SRS830705	SRX859127	SRR1779679	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-93
PRJNA274006	SAMN03318062	SRS830706	SRX859128	SRR1779680	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-94
PRJNA274006	SAMN03318590	SRS830707	SRX859129	SRR1779681	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-95
PRJNA274006	SAMN03317910	SRS830708	SRX859130	SRR1779682	9606	Homo sapiens	NextSeq 500	PAIRED	singles-H1ESC-well-96
PRJNA274006	SAMN03318073	SRS830709	SRX859131	SRR1779683	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-1
PRJNA274006	SAMN03318597	SRS830710	SRX859132	SRR1779684	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-2
PRJNA274006	SAMN03317921	SRS830711	SRX859133	SRR1779685	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-3
PRJNA274006	SAMN03318365	SRS830712	SRX859134	SRR1779686	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-4
PRJNA274006	SAMN03318411	SRS830714	SRX859135	SRR1779687	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-5
PRJNA274006	SAMN03318086	SRS830713	SRX859136	SRR1779688	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-6
PRJNA274006	SAMN03317805	SRS830716	SRX859137	SRR1779689	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-7
PRJNA274006	SAMN03318288	SRS830715	SRX859138	SRR1779690	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-8
PRJNA274006	SAMN03317865	SRS830717	SRX859139	SRR1779691	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-9
PRJNA274006	SAMN03318515	SRS830720	SRX859140	SRR1779692	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-10
PRJNA274006	SAMN03317870	SRS830718	SRX859141	SRR1779693	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-11
PRJNA274006	SAMN03318117	SRS830719	SRX859142	SRR1779694	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-12
PRJNA274006	SAMN03318377	SRS830721	SRX859143	SRR1779695	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-13
PRJNA274006	SAMN03317842	SRS830722	SRX859144	SRR1779696	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-14
PRJNA274006	SAMN03318660	SRS830725	SRX859145	SRR1779697	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-15
PRJNA274006	SAMN03318083	SRS830723	SRX859146	SRR1779698	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-16
PRJNA274006	SAMN03318052	SRS830728	SRX859147	SRR1779699	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-17
PRJNA274006	SAMN03318370	SRS830724	SRX859148	SRR1779700	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-18
PRJNA274006	SAMN03318094	SRS830726	SRX859149	SRR1779701	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-19
PRJNA274006	SAMN03318115	SRS830727	SRX859150	SRR1779702	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-20
PRJNA274006	SAMN03318010	SRS830729	SRX859151	SRR1779703	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-21
PRJNA274006	SAMN03318641	SRS830730	SRX859152	SRR1779704	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-22
PRJNA274006	SAMN03317882	SRS830731	SRX859153	SRR1779705	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-23
PRJNA274006	SAMN03317738	SRS830732	SRX859154	SRR1779706	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-24
PRJNA274006	SAMN03318267	SRS830734	SRX859155	SRR1779707	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-25
PRJNA274006	SAMN03317998	SRS830733	SRX859156	SRR1779708	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-26
PRJNA274006	SAMN03318206	SRS830735	SRX859157	SRR1779709	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-27
PRJNA274006	SAMN03318629	SRS830741	SRX859158	SRR1779710	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-28
PRJNA274006	SAMN03318054	SRS830736	SRX859159	SRR1779711	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-29
PRJNA274006	SAMN03318544	SRS830737	SRX859160	SRR1779712	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-30
PRJNA274006	SAMN03318599	SRS830738	SRX859161	SRR1779713	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-31
PRJNA274006	SAMN03318509	SRS830740	SRX859162	SRR1779714	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-32
PRJNA274006	SAMN03317924	SRS830739	SRX859163	SRR1779715	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-33
PRJNA274006	SAMN03318583	SRS830742	SRX859164	SRR1779716	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-34
PRJNA274006	SAMN03318291	SRS830743	SRX859165	SRR1779717	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-35
PRJNA274006	SAMN03317859	SRS830744	SRX859166	SRR1779718	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-36
PRJNA274006	SAMN03318087	SRS830745	SRX859167	SRR1779719	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-37
PRJNA274006	SAMN03317897	SRS830746	SRX859168	SRR1779720	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-38
PRJNA274006	SAMN03317762	SRS830758	SRX859169	SRR1779721	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-39
PRJNA274006	SAMN03318308	SRS830747	SRX859170	SRR1779722	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-40
PRJNA274006	SAMN03318359	SRS830751	SRX859171	SRR1779723	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-41
PRJNA274006	SAMN03318148	SRS830748	SRX859172	SRR1779724	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-42
PRJNA274006	SAMN03318650	SRS830752	SRX859173	SRR1779725	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-43
PRJNA274006	SAMN03318266	SRS830749	SRX859174	SRR1779726	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-44
PRJNA274006	SAMN03318614	SRS830750	SRX859175	SRR1779727	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-45
PRJNA274006	SAMN03318584	SRS830756	SRX859176	SRR1779728	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-46
PRJNA274006	SAMN03317896	SRS830753	SRX859177	SRR1779729	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-47
PRJNA274006	SAMN03318463	SRS830754	SRX859178	SRR1779730	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-48
PRJNA274006	SAMN03318640	SRS830755	SRX859179	SRR1779731	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-49
PRJNA274006	SAMN03318525	SRS830757	SRX859180	SRR1779732	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-50
PRJNA274006	SAMN03318573	SRS830759	SRX859181	SRR1779733	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-51
PRJNA274006	SAMN03318585	SRS830762	SRX859182	SRR1779734	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-52
PRJNA274006	SAMN03317750	SRS830760	SRX859183	SRR1779735	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-53
PRJNA274006	SAMN03318096	SRS830761	SRX859184	SRR1779736	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-54
PRJNA274006	SAMN03318442	SRS830765	SRX859185	SRR1779737	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-55
PRJNA274006	SAMN03318448	SRS830763	SRX859186	SRR1779738	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-56
PRJNA274006	SAMN03317770	SRS830769	SRX859187	SRR1779739	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-57
PRJNA274006	SAMN03317906	SRS830764	SRX859188	SRR1779740	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-58
PRJNA274006	SAMN03317816	SRS830770	SRX859189	SRR1779741	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-59
PRJNA274006	SAMN03318331	SRS830766	SRX859190	SRR1779742	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-60
PRJNA274006	SAMN03318214	SRS830767	SRX859191	SRR1779743	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-61
PRJNA274006	SAMN03318224	SRS830768	SRX859192	SRR1779744	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-62
PRJNA274006	SAMN03317821	SRS830771	SRX859193	SRR1779745	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-63
PRJNA274006	SAMN03318434	SRS830772	SRX859194	SRR1779746	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-64
PRJNA274006	SAMN03318394	SRS830773	SRX859195	SRR1779747	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-65
PRJNA274006	SAMN03318460	SRS830774	SRX859196	SRR1779748	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-66
PRJNA274006	SAMN03318372	SRS830775	SRX859197	SRR1779749	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-67
PRJNA274006	SAMN03318686	SRS830776	SRX859198	SRR1779750	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-68
PRJNA274006	SAMN03318338	SRS830779	SRX859199	SRR1779751	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-69
PRJNA274006	SAMN03317735	SRS830777	SRX859200	SRR1779752	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-70
PRJNA274006	SAMN03317773	SRS830778	SRX859201	SRR1779753	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-71
PRJNA274006	SAMN03318182	SRS830780	SRX859202	SRR1779754	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-72
PRJNA274006	SAMN03318039	SRS830782	SRX859203	SRR1779755	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-73
PRJNA274006	SAMN03318703	SRS830781	SRX859204	SRR1779756	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-74
PRJNA274006	SAMN03318367	SRS830784	SRX859205	SRR1779757	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-75
PRJNA274006	SAMN03318486	SRS830783	SRX859206	SRR1779758	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-76
PRJNA274006	SAMN03318450	SRS830785	SRX859207	SRR1779759	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-77
PRJNA274006	SAMN03318662	SRS830788	SRX859208	SRR1779760	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-78
PRJNA274006	SAMN03318284	SRS830787	SRX859209	SRR1779761	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-79
PRJNA274006	SAMN03318474	SRS830786	SRX859210	SRR1779762	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-80
PRJNA274006	SAMN03317733	SRS830789	SRX859211	SRR1779763	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-81
PRJNA274006	SAMN03317885	SRS830791	SRX859212	SRR1779764	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-82
PRJNA274006	SAMN03318169	SRS830790	SRX859213	SRR1779765	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-83
PRJNA274006	SAMN03317958	SRS830792	SRX859214	SRR1779766	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-84
PRJNA274006	SAMN03318283	SRS830794	SRX859215	SRR1779767	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-85
PRJNA274006	SAMN03318594	SRS830793	SRX859216	SRR1779768	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-86
PRJNA274006	SAMN03318497	SRS830795	SRX859217	SRR1779769	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-87
PRJNA274006	SAMN03318298	SRS830797	SRX859218	SRR1779770	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-88
PRJNA274006	SAMN03318664	SRS830796	SRX859219	SRR1779771	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-89
PRJNA274006	SAMN03318290	SRS830798	SRX859220	SRR1779772	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-GM-rep1-well-90
